age,default,balance,housing,loan,day,duration,campaign,pdays,previous,y,divorced,married,single,primary,secondary,tertiary,cellular,telephone,unknown,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep
28,no,5,yes,no,14,178,2,360,3,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,no,1149,yes,no,14,91,4,-1,0,no,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,no,-224,yes,no,14,152,2,259,8,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,no,130,yes,no,14,263,1,371,1,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,no,-205,yes,yes,14,6,6,309,1,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,no,1521,yes,no,14,222,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,no,54,yes,no,14,533,1,371,1,yes,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,no,2139,yes,no,14,146,3,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,no,982,yes,no,14,182,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,no,328,yes,no,14,414,1,175,1,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,no,744,yes,no,14,283,1,288,12,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,no,0,yes,no,14,223,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,no,828,yes,no,14,214,1,349,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,no,2436,yes,no,14,8,7,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,no,720,yes,no,14,365,6,36,3,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,no,1629,yes,no,14,67,1,-1,0,no,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,no,4963,yes,no,14,456,1,300,1,yes,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,no,43,yes,no,14,91,1,370,2,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,no,3705,yes,no,14,23,1,332,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,no,15,yes,yes,14,524,1,370,2,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,no,175,yes,no,14,50,2,364,2,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,no,198,yes,no,14,93,1,350,1,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,no,-103,yes,no,14,298,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,no,393,yes,no,14,200,1,-1,0,no,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,no,132,yes,no,14,797,2,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,no,4778,yes,no,14,83,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,no,456,no,no,14,337,2,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43,no,533,yes,no,14,246,2,370,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,no,0,no,no,14,543,2,-1,0,no,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,no,864,yes,yes,14,466,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,no,1074,yes,no,14,277,2,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,no,28,yes,no,14,175,1,358,2,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,no,536,yes,no,14,22,6,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,no,650,yes,no,14,136,1,367,4,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,no,190,yes,no,14,17,6,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,no,0,yes,no,14,155,2,303,3,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,no,478,yes,no,14,107,1,265,2,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,no,1235,yes,yes,14,64,1,349,3,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,no,519,yes,yes,14,311,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43,no,2567,yes,no,14,109,1,360,2,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,no,48,yes,no,14,132,2,-1,0,no,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,no,-976,yes,yes,14,111,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,no,583,yes,no,14,423,3,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,no,3309,yes,no,14,65,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,no,384,yes,no,14,551,2,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,no,126,no,no,14,170,1,-1,0,no,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,no,2447,yes,no,14,330,2,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,no,2258,yes,no,14,115,3,287,2,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,no,739,yes,no,14,172,2,364,1,no,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,no,42,yes,no,14,185,3,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,no,11177,yes,no,14,229,6,373,1,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,no,1407,yes,no,14,169,3,174,7,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,no,864,yes,no,14,113,2,-1,0,no,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49,no,1039,yes,no,14,156,2,178,1,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59,no,5845,no,no,14,1060,2,-1,0,yes,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,yes,-575,yes,no,14,24,6,346,9,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43,no,18,yes,no,14,131,2,370,3,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,no,70,yes,yes,14,400,2,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,no,281,yes,no,14,123,4,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,no,405,yes,no,14,99,4,353,1,no,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,no,309,yes,no,14,221,2,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,no,664,no,yes,14,57,1,-1,0,no,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
43,no,30,no,no,14,60,5,371,2,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,no,-497,yes,no,14,176,2,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,no,378,yes,no,14,566,2,-1,0,yes,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,no,862,yes,no,14,267,4,-1,0,no,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
36,no,-531,no,no,14,205,3,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,no,1038,yes,no,14,42,3,-1,0,no,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35,no,911,yes,no,14,136,2,175,7,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,no,170,yes,yes,14,113,3,367,4,no,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
57,no,0,yes,no,14,125,5,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,no,26,yes,no,14,166,3,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,no,137,yes,no,14,384,7,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,no,4954,yes,no,14,290,4,356,3,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,no,568,yes,no,15,140,3,364,2,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,no,-167,yes,no,15,195,3,359,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,no,125,yes,no,15,676,3,-1,0,yes,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,no,637,yes,no,15,69,5,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,no,164,yes,no,15,26,6,373,2,no,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
39,no,7066,yes,no,15,667,3,357,3,yes,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,no,-145,yes,no,15,289,8,-1,0,no,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
39,no,43,no,no,15,354,8,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43,no,28,yes,no,15,136,1,176,1,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,no,-143,yes,no,15,85,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,no,511,yes,no,15,274,1,319,5,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,no,398,yes,no,15,642,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,no,36,yes,no,15,551,1,371,2,yes,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,no,-172,yes,yes,15,409,1,361,3,yes,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,no,0,yes,no,15,60,1,343,7,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,no,1535,yes,no,15,238,1,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,no,140,yes,no,15,760,1,-1,0,yes,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,no,773,yes,no,15,198,1,359,1,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,no,949,yes,no,15,302,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,no,543,yes,no,15,302,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,no,400,yes,no,15,64,1,-1,0,no,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
39,no,1102,yes,no,15,124,1,357,3,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,no,2139,yes,no,15,1452,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,no,192,yes,yes,15,16,8,351,5,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,no,174,yes,no,15,241,1,364,1,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,no,278,yes,no,15,148,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,no,212,yes,no,15,373,1,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,no,388,yes,no,15,58,1,266,2,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,no,123,yes,no,15,55,4,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,no,769,yes,no,15,153,1,371,2,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,no,712,yes,no,15,192,1,347,3,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,no,-816,yes,yes,15,68,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,no,22,yes,no,15,1190,2,302,2,yes,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43,no,-1,yes,no,15,51,1,311,2,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,no,2067,yes,no,15,493,7,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,no,699,yes,no,15,282,4,277,4,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,no,1474,yes,no,15,77,1,368,3,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,no,-256,yes,no,15,272,1,365,5,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,no,1254,yes,no,15,133,1,353,5,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,no,1211,yes,no,15,39,1,361,4,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,no,-29,yes,yes,15,25,1,350,5,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,no,1323,yes,no,15,223,1,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,no,9277,yes,no,15,395,1,361,3,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,no,-206,yes,yes,15,133,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,no,-24,yes,no,15,325,1,-1,0,no,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,no,197,yes,no,15,193,1,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,no,-4,yes,no,15,110,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,no,450,yes,no,15,148,2,365,2,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,no,29,yes,no,15,285,5,-1,0,yes,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,no,149,yes,no,15,242,2,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,no,526,yes,no,15,229,5,268,4,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,no,99,yes,no,15,166,2,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,no,405,yes,no,15,84,1,345,1,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,no,311,yes,no,15,50,1,352,1,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,no,505,yes,no,15,117,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,no,47,yes,yes,15,245,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,no,95,yes,no,15,220,2,298,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,no,144,yes,no,15,95,1,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,no,252,yes,no,15,56,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,no,4974,yes,no,15,80,4,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,no,244,yes,no,15,54,5,-1,0,no,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,no,2069,yes,no,15,358,7,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,no,1614,yes,no,15,228,2,297,1,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,no,4038,yes,no,15,1380,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,no,1370,yes,no,15,36,2,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,no,878,yes,no,15,611,5,-1,0,yes,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,no,144,yes,no,15,362,1,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,no,309,yes,no,15,58,3,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,no,39,yes,no,15,114,2,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,no,-133,yes,no,15,160,2,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,no,129,yes,no,15,611,2,-1,0,yes,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,no,-407,yes,no,15,320,3,371,2,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,no,1145,yes,no,15,175,4,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,no,84,no,no,15,264,2,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,no,41,yes,no,15,885,3,352,2,yes,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,no,2576,yes,no,15,64,6,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43,no,5997,yes,no,15,270,3,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,no,624,yes,no,15,212,2,368,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,no,7944,yes,no,15,99,3,346,1,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,no,249,yes,no,15,709,5,-1,0,yes,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,no,513,yes,no,15,61,3,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,no,5774,yes,no,15,406,4,359,5,yes,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,no,3301,yes,no,15,536,2,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,no,6138,yes,no,15,134,5,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,no,3412,yes,no,15,22,4,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,no,238,no,no,15,122,8,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,no,0,yes,no,15,21,2,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,no,14,yes,yes,15,781,4,178,3,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,no,435,yes,no,15,411,6,175,3,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,no,54,yes,no,15,309,3,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,no,1268,yes,no,15,259,3,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,no,366,no,yes,15,102,2,364,2,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,no,6248,yes,no,15,64,3,371,2,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,no,72,yes,yes,15,262,2,352,2,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,no,5,yes,no,15,934,2,368,2,yes,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,no,407,yes,yes,15,166,3,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,no,187,yes,no,15,53,3,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,no,72,yes,no,15,93,3,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,no,220,yes,yes,15,187,3,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,no,-219,yes,no,15,85,3,368,2,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,no,183,yes,no,15,339,4,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,no,13460,yes,no,15,1068,3,-1,0,yes,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,no,1273,yes,no,15,44,9,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59,no,437,yes,no,15,73,4,-1,0,no,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26,no,474,yes,no,15,504,2,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,no,190,yes,no,15,121,3,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,no,3123,yes,no,15,49,2,333,5,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,no,-63,yes,no,15,126,2,350,1,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,no,329,yes,no,15,166,4,-1,0,no,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
38,no,1949,yes,no,15,157,3,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,no,250,yes,no,18,117,3,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,no,254,yes,no,18,16,6,-1,0,no,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
34,no,95,yes,no,18,114,4,364,22,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,no,93,yes,no,18,70,3,-1,0,no,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,no,9,yes,no,18,19,5,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,no,2040,yes,no,18,906,2,350,2,yes,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,no,3267,yes,yes,18,40,1,-1,0,no,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
22,no,344,yes,no,18,347,1,-1,0,yes,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,no,33,yes,no,18,125,1,368,4,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,no,347,yes,no,18,213,1,264,6,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,no,2667,yes,no,18,57,1,180,3,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,no,230,yes,no,18,442,1,266,8,yes,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,no,1450,yes,no,18,298,1,355,1,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,no,6281,yes,no,18,242,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,no,-52,yes,no,18,278,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,no,-579,yes,no,18,220,1,367,3,no,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,no,251,yes,no,18,12,5,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,no,788,yes,yes,18,169,1,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,no,104,yes,no,18,903,4,-1,0,yes,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,no,1029,yes,no,18,68,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,no,1162,yes,no,18,185,1,178,1,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,no,248,yes,no,18,113,1,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,no,706,yes,no,18,1340,1,-1,0,yes,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,no,429,yes,no,18,110,1,370,1,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,no,565,yes,no,18,170,2,346,11,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,yes,687,yes,no,18,154,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
